,Case,Activity,Timestamp,Resource,label
49193,3070,Review drinks,2024-09-17 01:44:19.164,Waiter-000003,
49194,3070,prepare drinks,2024-09-17 01:44:43.998,Barman-000003,
49195,3070,Bring drinks,2024-09-17 01:47:29.526,Barman-000001,
49196,3070,Review drinks,2024-09-17 01:50:11.350,Waiter-000003,
49197,3070,prepare drinks,2024-09-17 01:50:24.774,Barman-000001,
49198,3070,Bring drinks,2024-09-17 01:59:10.584,Barman-000001,
49199,3070,Review drinks,2024-09-17 01:59:52.649,Waiter-000002,
49200,3070,Prepare main course,2024-09-23 19:17:52.095,Cook-000003,
49201,3070,Signal food complete,2024-09-30 22:22:05.435,Cook-000001,
49202,3070,Bring food,2024-09-30 22:38:46.035,Cook helper-000001,
49203,3070,Deliver to customer,2024-09-30 22:42:31.762,Waiter-000001,
35078,3071,Take order,2024-09-17 01:45:00.000,Waiter-000005,
35079,3071,Review order,2024-09-17 01:48:18.195,Waiter-000004,
35080,3071,prepare drinks,2024-09-17 01:48:46.279,Barman-000003,
35081,3071,Bring drinks,2024-09-17 18:03:42.177,Barman-000001,
35082,3071,Review drinks,2024-09-17 18:15:00.052,Waiter-000005,
35083,3071,Prepare main course,2024-09-23 19:29:33.175,Cook-000001,
35084,3071,Signal food complete,2024-09-30 22:20:52.642,Cook-000001,
35085,3071,Bring food,2024-09-30 22:22:05.435,Cook helper-000003,
35086,3071,Deliver to customer,2024-09-30 22:22:11.766,Waiter-000004,
6895,3072,Take order,2024-09-17 18:00:00.000,Waiter-000005,
6896,3072,Review order,2024-09-17 18:06:40.031,Waiter-000004,
6897,3072,prepare drinks,2024-09-17 18:06:45.119,Barman-000003,
6898,3072,Bring drinks,2024-09-17 18:09:41.169,Barman-000003,
6899,3072,Review drinks,2024-09-17 18:10:52.463,Waiter-000003,
6900,3072,prepare drinks,2024-09-17 18:14:54.905,Barman-000002,
6901,3072,Bring drinks,2024-09-17 18:16:37.189,Barman-000001,
6902,3072,Review drinks,2024-09-17 18:17:02.472,Waiter-000003,
6903,3072,Prepare main course,2024-09-23 19:48:27.099,Cook-000003,
6904,3072,Signal food complete,2024-09-30 23:05:09.300,Cook-000003,
6905,3072,Bring food,2024-09-30 23:43:56.796,Cook helper-000002,
6906,3072,Deliver to customer,2024-09-30 23:48:44.521,Waiter-000004,
48986,3073,Order processing,2024-09-17 18:15:00.000,Waiter-000002,HOMONYMOUS(Take order)
48987,3073,Review order,2024-09-17 18:15:25.571,Waiter-000004,
48988,3073,prepare drinks,2024-09-17 18:16:40.679,Barman-000003,
48989,3073,Bring drinks,2024-09-17 18:18:18.840,Barman-000002,
48990,3073,Review drinks,2024-09-17 18:19:00.302,Waiter-000005,
48991,3073,Drink handling,2024-09-17 18:19:22.098,Barman-000001,HOMONYMOUS(prepare drinks)
48992,3073,Bring drinks,2024-09-17 18:19:24.729,Barman-000003,
48993,3073,Review drinks,2024-09-17 18:22:33.892,Waiter-000002,
48994,3073,Prepare main course,2024-09-23 19:55:43.963,Cook-000001,
48995,3073,Signal food complete,2024-09-30 23:04:42.342,Cook-000002,
48996,3073,Bring food,2024-09-30 23:16:32.109,Cook helper-000003,
48997,3073,Deliver to customer,2024-09-30 23:17:13.225,Waiter-000005,
34830,3074,Order processing,2024-09-17 18:30:00.000,Waiter-000004,HOMONYMOUS(Take order)
34831,3074,Order processing,2024-09-17 18:34:04.837,Waiter-000001,HOMONYMOUS(Review order)
34832,3074,prepare drinks,2024-09-17 18:35:08.414,Barman-000002,
34833,3074,Drink handling,2024-09-17 18:35:37.866,Barman-000001,HOMONYMOUS(Bring drinks)
34834,3074,Drink handling,2024-09-17 19:28:01.127,Waiter-000005,HOMONYMOUS(Review drinks)
34835,3074,Prepare main course,2024-09-23 20:20:16.115,Cook-000002,
34836,3074,Signal food complete,2024-09-30 22:52:59.451,Cook-000003,
34837,3074,Bring food,2024-09-30 23:05:09.300,Cook helper-000002,
34838,3074,Deliver to customer,2024-09-30 23:11:10.587,Waiter-000004,
34925,3075,Take order,2024-09-17 18:45:00.000,Waiter-000005,
34926,3075,Review order,2024-09-17 18:48:16.705,Waiter-000002,
34927,3075,Prepare starter,2024-09-17 18:49:18.466,Cook helper-000002,
34928,3075,prepare drinks,2024-09-17 18:49:23.466,Barman-000003,
34929,3075,Bring drinks,2024-09-17 18:49:40.132,Barman-000002,
34930,3075,Review drinks,2024-09-17 18:57:58.913,Waiter-000004,
34932,3075,Bring drinks,2024-09-17 18:58:08.579,Barman-000002,
34931,3075,prepare drinks,2024-09-17 18:58:10.347,Barman-000003,
34933,3075,Review drinks,2024-09-17 19:21:29.807,Waiter-000001,
34934,3075,prepare drinks,2024-09-17 19:22:23.466,Barman-000002,
34935,3075,Bring drinks,2024-09-17 19:32:04.432,Barman-000003,
34936,3075,Review drinks,2024-09-17 19:32:24.206,Waiter-000005,
34937,3075,prepare drinks,2024-09-17 19:34:49.628,Barman-000003,
34938,3075,Bring drinks,2024-09-17 19:40:03.737,Barman-000002,
34939,3075,Review drinks,2024-09-17 19:41:41.579,Waiter-000001,
34940,3075,Signal food complete,2024-09-23 20:31:03.258,Cook-000003,
34941,3075,Bring food,2024-09-23 21:02:33.735,Cook helper-000003,
34942,3075,Deliver to customer,2024-09-23 21:03:14.841,Waiter-000003,
48919,3076,Take order,2024-09-17 19:00:00.000,Waiter-000001,
48920,3076,Review order,2024-09-17 19:00:11.521,Waiter-000003,
48921,3076,Prepare starter,2024-09-17 19:04:06.152,Cook helper-000003,
48922,3076,prepare drinks,2024-09-17 19:04:11.152,Barman-000003,
48923,3076,Bring drinks,2024-09-17 19:08:24.162,Barman-000003,
48924,3076,Review drinks,2024-09-17 19:09:18.846,Waiter-000005,
48925,3076,prepare drinks,2024-09-17 19:09:45.737,Barman-000003,
48926,3076,Bring drinks,2024-09-17 19:10:12.470,Barman-000003,
48927,3076,Review drinks,2024-09-17 19:12:54.586,Waiter-000001,
48928,3076,Prepare main course,2024-09-23 21:05:16.418,Cook-000003,
48929,3076,Signal food complete,2024-09-30 23:56:19.606,Cook-000002,
48930,3076,Bring food,2024-10-01 00:06:55.682,Cook helper-000001,
48931,3076,Deliver to customer,2024-10-01 00:15:16.973,Waiter-000003,
6653,3077,Take order,2024-09-17 19:15:00.000,Waiter-000003,
6654,3077,Review order,2024-09-17 19:16:09.775,Waiter-000005,
6655,3077,prepare drinks,2024-09-17 19:16:20.950,Barman-000003,
6656,3077,Bring drinks,2024-09-17 19:18:56.443,Barman-000003,
6657,3077,Review drinks,2024-09-17 19:19:41.862,Waiter-000002,
6658,3077,prepare drinks,2024-09-17 19:19:52.815,Barman-000003,
6659,3077,Bring drinks,2024-09-17 19:26:29.046,Barman-000003,
6660,3077,Review drinks,2024-09-17 19:31:03.835,Waiter-000001,
6661,3077,prepare drinks,2024-09-17 19:31:16.635,Barman-000001,
6662,3077,Bring drinks,2024-09-17 19:42:53.987,Barman-000003,
6663,3077,Review drinks,2024-09-17 19:46:34.750,Waiter-000004,
6664,3077,Prepare main course,2024-09-23 21:15:08.136,Cook-000001,
6665,3077,Signal food complete,2024-10-01 00:11:07.521,Cook-000001,
6666,3077,Bring food,2024-10-01 00:45:59.373,Cook helper-000001,
6667,3077,Deliver to customer,2024-10-01 00:46:39.923,Waiter-000004,
34694,3078,Take order,2024-09-17 19:30:00.000,Waiter-000002,
34695,3078,Review order,2024-09-17 19:31:43.356,Waiter-000004,
34696,3078,prepare drinks,2024-09-17 19:33:48.494,Barman-000002,
34697,3078,Bring drinks,2024-09-17 19:35:41.637,Barman-000002,
34698,3078,Review drinks,2024-09-17 19:39:28.483,Waiter-000003,
34699,3078,Prepare main course,2024-09-23 21:40:44.759,Cook-000003,
34700,3078,Signal food complete,2024-10-01 00:55:07.438,Cook-000003,
34701,3078,Bring food,2024-10-01 01:48:56.717,Cook helper-000001,
34702,3078,Deliver to customer,2024-10-01 01:56:06.439,Waiter-000004,
48871,3079,Take order,2024-09-17 19:45:00.000,Waiter-000002,
48872,3079,Review order,2024-09-17 19:46:35.027,Waiter-000005,
48873,3079,prepare drinks,2024-09-17 19:46:41.834,Barman-000002,
48874,3079,Bring drinks,2024-09-17 20:00:28.896,Barman-000001,
48875,3079,Review drinks,2024-09-17 20:05:08.013,Waiter-000005,
48876,3079,prepare drinks,2024-09-17 20:06:03.169,Barman-000003,
48877,3079,Bring drinks,2024-09-17 20:09:12.267,Barman-000002,
48878,3079,Review drinks,2024-09-17 20:10:25.734,Waiter-000003,
48879,3079,Prepare main course,2024-09-23 21:41:29.952,Cook-000001,
48880,3079,Signal food complete,2024-10-01 00:48:25.305,Cook-000002,
48881,3079,Bring food,2024-10-01 20:02:50.640,Cook helper-000002,
48882,3079,Deliver to customer,2024-10-01 20:15:59.228,Waiter-000004,
20941,3080,Take order,2024-09-17 20:00:00.000,Waiter-000001,
20942,3080,Review order,2024-09-17 20:01:36.913,Waiter-000002,
20943,3080,Prepare starter,2024-09-17 20:01:42.977,Cook helper-000001,
20944,3080,prepare drinks,2024-09-17 20:01:47.977,Barman-000003,
20945,3080,Bring drinks,2024-09-17 20:02:19.726,Barman-000002,
20946,3080,Review drinks,2024-09-17 20:07:20.902,Waiter-000004,
20947,3080,prepare drinks,2024-09-17 20:07:46.940,Barman-000001,
20948,3080,Bring drinks,2024-09-17 20:25:11.219,Barman-000003,
20949,3080,Review drinks,2024-09-17 20:29:37.339,Waiter-000002,
20950,3080,prepare drinks,2024-09-17 20:30:39.058,Barman-000002,
20951,3080,Bring drinks,2024-09-17 20:31:04.049,Barman-000001,
20952,3080,Review drinks,2024-09-17 20:32:29.393,Waiter-000004,
20953,3080,Signal food complete,2024-09-23 21:56:05.015,Cook-000003,
20954,3080,Bring food,2024-09-23 22:02:00.509,Cook helper-000003,
20955,3080,Deliver to customer,2024-09-23 22:13:20.383,Waiter-000001,
49179,3081,Take order,2024-09-17 20:15:00.000,Waiter-000002,
49180,3081,Review order,2024-09-17 20:15:43.029,Waiter-000005,
49181,3081,prepare drinks,2024-09-17 20:18:42.289,Barman-000003,
49182,3081,Bring drinks,2024-09-17 20:19:39.417,Barman-000002,
49183,3081,Review drinks,2024-09-17 20:22:27.779,Waiter-000004,
49184,3081,Prepare main course,2024-09-23 22:20:52.846,Cook-000001,
49185,3081,Signal food complete,2024-10-01 01:51:25.484,Cook-000003,
49186,3081,Bring food,2024-10-01 01:53:30.779,Cook helper-000003,
49187,3081,Deliver to customer,2024-10-01 18:06:05.451,Waiter-000005,
35023,3082,Take order,2024-09-17 20:30:00.000,Waiter-000005,
35024,3082,Review order,2024-09-17 20:34:16.657,Waiter-000003,
35025,3082,prepare drinks,2024-09-17 20:34:27.102,Barman-000003,
35026,3082,Bring drinks,2024-09-17 20:42:51.280,Barman-000002,
35027,3082,Review drinks,2024-09-17 20:45:03.542,Waiter-000002,
35028,3082,Prepare main course,2024-09-23 22:36:54.326,Cook-000001,
35029,3082,Signal food complete,2024-10-01 01:53:30.779,Cook-000003,
35030,3082,Bring food,2024-10-01 18:38:31.730,Cook helper-000002,
35031,3082,Deliver to customer,2024-10-01 18:42:26.972,Waiter-000001,
6861,3083,Take order,2024-09-17 20:45:00.000,Waiter-000001,
6862,3083,Review order,2024-09-17 20:45:23.274,Waiter-000004,
6863,3083,prepare drinks,2024-09-17 20:45:55.121,Barman-000001,
6864,3083,Bring drinks,2024-09-17 20:49:08.630,Barman-000003,
6865,3083,Review drinks,2024-09-17 20:50:51.821,Waiter-000005,
6866,3083,Prepare main course,2024-09-23 22:39:36.816,Cook-000003,
6867,3083,Signal food complete,2024-10-01 18:30:04.764,Cook-000001,
6868,3083,Bring food,2024-10-01 18:38:03.457,Cook helper-000003,
6869,3083,Deliver to customer,2024-10-01 18:38:09.047,Waiter-000002,
48945,3084,Take order,2024-09-17 21:00:00.000,Waiter-000002,
48946,3084,Review order,2024-09-17 21:11:20.119,Waiter-000001,
48947,3084,Prepare starter,2024-09-17 21:11:27.852,Cook helper-000002,
48948,3084,prepare drinks,2024-09-17 21:11:32.852,Barman-000002,
48949,3084,Bring drinks,2024-09-17 21:12:08.813,Barman-000001,
48950,3084,Review drinks,2024-09-17 21:18:46.168,Waiter-000003,
48951,3084,Signal food complete,2024-09-23 23:43:58.647,Cook-000003,
48952,3084,Bring food,2024-09-23 23:55:23.298,Cook helper-000001,
48953,3084,Deliver to customer,2024-09-24 00:21:25.066,Waiter-000002,
34821,3085,Take order,2024-09-17 21:15:00.000,Waiter-000004,
34822,3085,Review order,2024-09-17 21:15:43.420,Waiter-000005,
34823,3085,prepare drinks,2024-09-17 21:18:38.181,Barman-000003,
34824,3085,Bring drinks,2024-09-17 21:19:48.914,Barman-000002,
34825,3085,Review drinks,2024-09-17 21:20:47.562,Waiter-000002,
34826,3085,Prepare main course,2024-09-23 23:54:34.015,Cook-000002,
34827,3085,Signal food complete,2024-10-01 19:51:27.826,Cook-000001,
34828,3085,Bring food,2024-10-01 19:58:43.781,Cook helper-000003,
34829,3085,Deliver to customer,2024-10-01 20:12:09.254,Waiter-000003,
34806,3086,Take order,2024-09-17 21:30:00.000,Waiter-000001,
34807,3086,Review order,2024-09-17 21:30:27.568,Waiter-000004,
34808,3086,prepare drinks,2024-09-17 21:30:43.500,Barman-000001,
34809,3086,Bring drinks,2024-09-17 21:32:04.963,Barman-000003,
34810,3086,Review drinks,2024-09-17 21:38:35.732,Waiter-000003,
34811,3086,prepare drinks,2024-09-17 21:39:22.480,Barman-000002,
34812,3086,Bring drinks,2024-09-17 21:40:54.457,Barman-000001,
34813,3086,Review drinks,2024-09-17 21:41:04.885,Waiter-000002,
34814,3086,prepare drinks,2024-09-17 21:41:31.807,Barman-000003,
34815,3086,Bring drinks,2024-09-17 21:49:13.316,Barman-000002,
34816,3086,Review drinks,2024-09-17 21:50:24.763,Waiter-000005,
34817,3086,Prepare main course,2024-09-24 00:05:02.222,Cook-000002,
34818,3086,Signal food complete,2024-10-01 20:02:50.640,Cook-000002,
34819,3086,Bring food,2024-10-01 20:19:20.059,Cook helper-000001,
34820,3086,Deliver to customer,2024-10-01 20:19:50.957,Waiter-000002,
48932,3087,Take order,2024-09-17 21:45:00.000,Waiter-000001,
48933,3087,Review order,2024-09-17 21:45:13.977,Waiter-000004,
48934,3087,Prepare starter,2024-09-17 21:45:20.929,Cook helper-000003,
48935,3087,prepare drinks,2024-09-17 21:45:25.929,Barman-000002,
48936,3087,Bring drinks,2024-09-17 21:48:49.584,Barman-000001,
48937,3087,Review drinks,2024-09-17 21:50:37.266,Waiter-000003,
48938,3087,prepare drinks,2024-09-17 21:50:42.794,Barman-000003,
48939,3087,Bring drinks,2024-09-17 21:56:10.536,Barman-000002,
48940,3087,Review drinks,2024-09-17 21:57:04.789,Waiter-000001,
48941,3087,Prepare main course,2024-09-24 00:14:55.804,Cook-000001,
48942,3087,Signal food complete,2024-10-01 20:22:15.909,Cook-000003,
48943,3087,Bring food,2024-10-01 21:42:51.349,Cook helper-000002,
48944,3087,Deliver to customer,2024-10-01 21:50:14.885,Waiter-000005,
6668,3088,Take order,2024-09-17 22:00:00.000,Waiter-000004,
6669,3088,Review order,2024-09-17 22:00:36.759,Waiter-000003,
6670,3088,prepare drinks,2024-09-17 22:00:48.877,Barman-000001,
6671,3088,Bring drinks,2024-09-17 22:04:17.051,Barman-000003,
6672,3088,Review drinks,2024-09-17 22:05:58.769,Waiter-000005,
6673,3088,prepare drinks,2024-09-17 22:06:12.636,Barman-000002,
6674,3088,Bring drinks,2024-09-17 22:12:03.300,Barman-000001,
6675,3088,Review drinks,2024-09-17 22:17:05.280,Waiter-000003,
6676,3088,prepare drinks,2024-09-17 22:17:38.892,Barman-000002,
6677,3088,Bring drinks,2024-09-17 22:27:04.082,Barman-000003,
6678,3088,Review drinks,2024-09-17 22:30:19.604,Waiter-000002,
6679,3088,prepare drinks,2024-09-17 22:31:26.515,Barman-000002,
6680,3088,Bring drinks,2024-09-17 22:39:03.862,Barman-000001,
6681,3088,Review drinks,2024-09-17 22:41:43.535,Waiter-000001,
6682,3088,Prepare main course,2024-09-24 00:37:09.781,Cook-000002,
6683,3088,Signal food complete,2024-10-01 21:51:32.473,Cook-000003,
6684,3088,Bring food,2024-10-01 23:17:41.812,Cook helper-000003,
6685,3088,Deliver to customer,2024-10-01 23:29:38.403,Waiter-000002,
38700,3089,Take order,2024-09-17 22:15:00.000,Waiter-000002,
38701,3089,Order processing,2024-09-17 22:15:45.626,Waiter-000004,HOMONYMOUS(Review order)
38702,3089,prepare drinks,2024-09-17 22:15:56.871,Barman-000003,
38703,3089,Bring drinks,2024-09-17 22:19:00.350,Barman-000001,
38704,3089,Review drinks,2024-09-17 22:19:03.347,Waiter-000005,
38705,3089,prepare drinks,2024-09-17 22:19:13.312,Barman-000003,
38706,3089,Bring drinks,2024-09-17 22:21:18.170,Barman-000001,
38707,3089,Review drinks,2024-09-17 22:37:46.126,Waiter-000005,
38708,3089,Prepare main course,2024-09-24 01:03:56.400,Cook-000001,
38709,3089,Signal food complete,2024-10-01 21:42:51.349,Cook-000003,
38710,3089,Food delivery,2024-10-01 21:50:56.431,Cook helper-000001,HOMONYMOUS(Bring food)
38711,3089,Deliver to customer,2024-10-01 21:55:33.299,Waiter-000001,
13574,3090,Take order,2024-09-17 22:30:00.000,Waiter-000001,
13575,3090,Order processing,2024-09-17 22:31:46.823,Waiter-000003,HOMONYMOUS(Review order)
13576,3090,prepare drinks,2024-09-17 22:32:01.384,Barman-000003,
13577,3090,Bring drinks,2024-09-17 22:39:30.608,Barman-000002,
13578,3090,Drink handling,2024-09-17 22:50:29.009,Waiter-000005,HOMONYMOUS(Review drinks)
13579,3090,Prepare main course,2024-09-24 01:06:14.789,Cook-000003,
13580,3090,Signal food complete,2024-10-01 21:15:17.036,Cook-000001,
13581,3090,Bring food,2024-10-01 21:23:21.906,Cook helper-000003,
13582,3090,Deliver to customer,2024-10-01 21:29:52.444,Waiter-000005,
22073,3091,Take order,2024-09-17 22:45:00.000,Waiter-000003,
22074,3091,Review order,2024-09-17 22:45:32.468,Waiter-000004,
22075,3091,prepare drinks,2024-09-17 22:46:10.786,Barman-000003,
22076,3091,Bring drinks,2024-09-17 22:48:55.993,Barman-000001,
22077,3091,Review drinks,2024-09-17 22:55:58.675,Waiter-000001,
22078,3091,Prepare main course,2024-09-24 01:23:56.379,Cook-000001,
22079,3091,Signal food complete,2024-10-01 21:50:33.809,Cook-000001,
22080,3091,Bring food,2024-10-01 22:17:06.908,Cook helper-000003,
22081,3091,Deliver to customer,2024-10-01 22:17:09.748,Waiter-000005,
52469,3092,Take order,2024-09-17 23:00:00.000,Waiter-000002,
52470,3092,Review order,2024-09-17 23:01:04.000,Waiter-000003,
52471,3092,prepare drinks,2024-09-17 23:04:12.663,Barman-000003,
52472,3092,Bring drinks,2024-09-17 23:11:27.182,Barman-000002,
52473,3092,Review drinks,2024-09-17 23:14:23.959,Waiter-000004,
52474,3092,prepare drinks,2024-09-17 23:14:36.734,Barman-000001,
52475,3092,Bring drinks,2024-09-17 23:15:10.174,Barman-000003,
52476,3092,Review drinks,2024-09-17 23:19:28.122,Waiter-000002,
52477,3092,Prepare main course,2024-09-24 18:13:45.061,Cook-000003,
52478,3092,Signal food complete,2024-10-01 22:45:12.153,Cook-000002,
52479,3092,Bring food,2024-10-01 23:12:45.416,Cook helper-000001,
52480,3092,Deliver to customer,2024-10-01 23:20:08.754,Waiter-000003,
36161,3093,Take order,2024-09-17 23:15:00.000,Waiter-000005,
36162,3093,Review order,2024-09-17 23:18:30.570,Waiter-000001,
36163,3093,prepare drinks,2024-09-17 23:20:25.543,Barman-000002,
36164,3093,Bring drinks,2024-09-17 23:20:53.598,Barman-000001,
36165,3093,Review drinks,2024-09-17 23:21:20.236,Waiter-000003,
36166,3093,prepare drinks,2024-09-17 23:22:01.557,Barman-000003,
36167,3093,Bring drinks,2024-09-17 23:26:00.978,Barman-000002,
36168,3093,Review drinks,2024-09-17 23:26:47.256,Waiter-000004,
36169,3093,prepare drinks,2024-09-17 23:27:11.757,Barman-000001,
36170,3093,Bring drinks,2024-09-17 23:27:19.204,Barman-000003,
36171,3093,Review drinks,2024-09-17 23:32:43.306,Waiter-000003,
36172,3093,prepare drinks,2024-09-17 23:34:29.423,Barman-000001,
36173,3093,Bring drinks,2024-09-17 23:37:45.371,Barman-000003,
36174,3093,Review drinks,2024-09-17 23:47:53.905,Waiter-000002,
36175,3093,prepare drinks,2024-09-17 23:49:32.536,Barman-000001,
36176,3093,Bring drinks,2024-09-17 23:49:51.365,Barman-000002,
36177,3093,Review drinks,2024-09-17 23:51:17.039,Waiter-000003,
36178,3093,Prepare main course,2024-09-24 18:50:12.822,Cook-000002,
36179,3093,Signal food complete,2024-10-01 23:12:51.817,Cook-000001,
36180,3093,Bring food,2024-10-01 23:27:52.856,Cook helper-000001,
36181,3093,Deliver to customer,2024-10-01 23:28:44.333,Waiter-000001,
5648,3094,Take order,2024-09-17 23:30:00.000,Waiter-000002,
5649,3094,Review order,2024-09-17 23:32:16.082,Waiter-000001,
5650,3094,Drink handling,2024-09-17 23:34:03.816,Barman-000002,HOMONYMOUS(prepare drinks)
5651,3094,Drink handling,2024-09-17 23:49:50.390,Barman-000003,HOMONYMOUS(Bring drinks)
5652,3094,Drink handling,2024-09-17 23:52:40.573,Waiter-000004,HOMONYMOUS(Review drinks)
5653,3094,Prepare main course,2024-09-24 19:05:01.179,Cook-000001,
5654,3094,Signal food complete,2024-10-01 23:12:45.416,Cook-000002,
5655,3094,Bring food,2024-10-01 23:27:07.534,Cook helper-000002,
5656,3094,Food delivery,2024-10-01 23:31:25.291,Waiter-000003,HOMONYMOUS(Deliver to customer)
